0	3	4	3	13	9	5	8	5	1	3	27	14	10	17	20	1	3	3	4	1	6	4	13	4	1	1	1	6	1	1
0	3	7	2	9	8	4	9	3	2	2	32	12	9	20	17	1	3	3	3	1	6	10	10	10	1	1	3	6	1	6
0	8	8	6	6	8	5	5	5	7	2	12	21	11	9	28	1	14	1	9	9	1	9	1	9	1	1	1	1	1	9
0	2	13	5	10	7	2	4	6	7	3	16	16	15	10	27	1	1	1	1	14	14	1	7	1	1	1	1	1	1	7
0	5	7	4	5	7	3	7	6	5	3	18	16	11	14	23	3	6	1	2	3	3	7	2	5	1	2	1	3	2	3
0	2	8	4	10	9	4	4	3	5	3	17	16	12	13	24	1	2	1	1	1	8	11	9	4	2	1	1	1	5	7
0	3	11	3	9	5	3	4	6	7	1	11	14	13	14	23	1	4	1	1	1	9	9	4	9	4	4	4	1	4	9
0	4	8	4	8	8	5	6	4	5	3	17	16	10	15	22	1	7	1	5	1	9	5	7	3	1	7	1	9	1	3
0	2	7	2	5	8	6	6	7	6	3	20	15	10	16	21	1	1	1	4	4	4	1	4	4	1	4	1	4	1	8
0	1	2	2	6	12	4	18	7	5	3	32	15	3	22	15	1	1	1	4	1	1	1	9	4	1	1	1	1	6	1
0	2	11	3	11	14	2	5	2	2	2	13	22	14	5	32	1	4	1	1	1	10	21	15	1	1	4	1	1	1	12
0	1	5	2	14	8	1	8	4	4	1	19	14	11	16	21	1	1	1	1	3	6	8	15	1	1	1	1	1	1	1
0	4	5	5	9	6	6	9	5	4	2	21	14	9	18	19	1	1	1	11	11	1	1	1	1	11	1	11	6	1	1
0	5	11	3	8	12	3	7	4	8	1	10	20	15	6	31	1	1	1	8	15	15	25	1	1	1	1	1	14	1	1
0	13	8	2	5	8	4	4	5	3	3	17	14	13	14	23	11	15	1	9	1	1	1	1	1	1	1	1	1	1	9
0	2	8	3	10	10	8	6	5	4	1	25	14	10	17	20	1	4	1	4	4	6	6	9	9	1	9	1	12	6	4
0	2	5	3	10	5	6	4	6	8	3	16	9	8	24	13	1	1	1	1	7	1	7	1	1	1	7	1	1	1	1
0	2	8	3	6	8	4	7	7	6	3	19	15	12	14	23	1	1	1	4	4	14	1	4	1	1	4	1	4	1	8
0	2	5	4	6	5	3	5	8	3	5	25	12	10	19	18	1	1	1	1	1	1	6	6	1	1	1	1	1	1	1
0	2	6	3	8	9	3	8	2	6	1	17	16	11	14	23	1	1	1	1	5	9	1	9	5	1	1	1	1	1	1
0	3	5	3	9	5	4	9	6	7	2	24	10	9	22	15	1	1	1	6	1	3	6	3	6	3	3	3	6	1	1
0	3	7	4	9	7	4	6	3	5	2	16	13	14	14	23	1	8	1	1	1	1	1	14	1	1	1	1	8	8	1
0	4	3	1	7	1	8	15	8	3	1	33	2	4	35	2	1	4	9	7	1	1	1	1	4	4	4	9	7	9	1
0	3	7	4	5	5	6	7	7	4	3	22	15	11	15	22	1	5	5	1	1	12	5	1	8	5	5	5	1	1	5
0	2	9	2	12	12	3	6	3	5	2	16	16	11	13	24	1	3	1	3	1	6	8	12	3	1	1	1	3	3	5
0	3	9	3	14	10	3	8	4	3	2	15	15	12	14	23	1	4	1	4	1	4	11	14	1	1	4	1	1	1	1
0	3	7	2	7	11	4	12	5	5	2	23	14	11	16	21	1	1	1	12	1	1	9	9	5	1	5	1	5	9	5
0	3	9	4	8	9	5	4	6	5	2	19	16	13	12	25	1	1	1	1	4	6	6	9	4	4	4	1	4	4	1
0	2	11	5	10	10	4	3	8	7	2	15	18	13	11	26	1	1	1	1	1	15	5	8	5	1	1	1	5	1	1
0	2	9	3	7	8	5	6	5	3	3	19	15	11	15	22	1	5	3	1	1	6	5	3	15	5	1	3	5	5	3
0	2	6	3	9	7	5	9	6	5	4	22	12	11	18	19	1	1	1	4	6	4	4	8	1	6	8	1	4	3	3
0	1	9	3	7	8	5	6	3	5	4	17	16	14	11	26	1	1	1	1	5	8	3	8	5	6	1	1	6	1	8
0	2	8	3	7	6	5	9	4	3	3	15	14	12	16	21	1	4	1	1	6	1	4	4	6	4	4	1	4	4	4
0	2	8	3	6	10	3	4	6	8	2	13	16	11	14	23	1	1	3	1	1	3	6	3	3	1	1	1	6	1	8
0	2	10	2	13	13	2	3	3	8	2	10	17	13	10	27	1	3	1	1	1	13	18	21	6	1	3	1	1	1	3
0	4	6	4	8	5	6	9	7	5	3	22	13	9	19	18	1	3	3	3	4	3	1	4	6	1	3	4	7	4	6
0	2	7	5	6	7	4	5	4	5	4	16	15	10	16	21	1	1	1	1	3	3	3	4	3	1	3	1	4	3	6
0	2	7	3	9	7	2	7	5	5	2	15	16	12	13	24	2	2	2	1	2	9	8	2	2	3	3	1	2	1	3
0	1	6	4	7	8	4	8	6	2	3	23	16	8	17	20	1	1	1	1	1	10	8	1	5	5	1	1	3	3	1
0	1	12	3	9	10	3	6	3	8	3	10	18	13	10	27	1	1	1	1	1	22	11	3	6	3	1	1	3	1	11
0	2	10	2	10	9	2	6	6	7	2	10	17	13	12	25	1	1	4	1	1	9	7	7	1	1	1	1	1	1	12
0	2	7	3	8	8	4	11	5	4	1	24	14	10	18	19	1	2	3	1	1	2	2	11	4	3	4	1	8	2	5
0	2	9	3	9	7	3	5	6	6	2	14	16	10	15	22	1	1	4	1	1	7	10	7	1	4	4	1	1	1	4
0	3	7	2	9	5	3	11	12	6	2	26	7	15	20	17	1	1	1	10	1	1	7	7	1	1	4	1	4	4	1
0	1	7	2	9	9	3	7	3	4	1	19	13	11	17	20	1	1	1	1	1	5	12	9	1	5	1	1	1	1	9
0	3	13	5	8	6	3	5	5	7	1	13	12	14	15	22	1	1	1	1	9	9	13	5	1	1	1	1	5	5	1
0	3	8	3	9	9	3	6	6	5	1	14	16	13	12	25	1	5	1	5	1	1	5	5	5	1	1	1	5	5	9
0	6	5	4	7	5	4	10	7	7	3	19	13	6	22	15	1	1	5	1	1	1	1	5	1	1	1	1	1	5	5
0	2	7	7	8	9	4	6	7	8	3	16	18	13	10	27	1	1	1	1	1	6	1	6	1	1	1	1	6	1	6
0	4	8	4	7	6	4	4	6	8	2	13	16	11	13	24	1	1	3	3	1	1	8	1	1	6	3	6	3	8	3
0	2	10	4	12	11	2	5	6	4	1	15	17	11	13	24	1	1	1	1	4	26	9	9	4	1	1	1	1	1	6
0	10	6	3	6	11	6	9	2	5	1	16	15	9	17	20	8	1	1	15	1	1	1	1	1	1	1	1	9	9	1
0	7	7	5	10	4	4	8	4	6	3	17	10	7	23	14	9	5	5	5	1	5	5	1	1	1	5	1	1	1	5
0	13	7	3	4	14	2	2	3	2	4	9	19	12	10	27	11	1	1	1	1	9	1	9	1	1	1	1	1	1	1
0	2	8	2	10	12	2	4	5	11	2	10	16	13	12	25	1	1	1	1	1	7	4	11	4	1	1	1	4	1	1
0	2	2	2	4	3	4	11	14	5	6	34	8	2	31	6	1	1	1	4	1	1	4	4	1	1	1	1	4	4	1
0	3	7	5	8	6	6	5	5	5	3	14	16	11	14	23	1	5	5	1	1	5	12	9	9	5	1	1	12	1	5
0	2	6	4	9	5	4	7	7	4	3	20	12	12	16	21	1	1	1	6	1	6	6	6	6	1	1	1	6	1	1
0	1	9	3	9	10	5	6	5	3	2	18	16	12	12	25	1	1	1	1	1	11	11	1	8	1	1	1	4	1	1
0	1	3	3	7	9	5	11	9	3	2	33	12	5	24	13	1	1	1	1	4	7	1	1	4	7	4	1	4	7	1
0	1	4	1	14	8	2	6	3	6	2	13	9	4	28	9	1	1	1	1	1	1	5	5	5	1	1	1	1	1	5
0	3	9	3	9	7	2	5	5	8	2	15	15	12	14	23	1	4	4	4	1	7	9	9	1	1	1	1	1	1	9
0	2	4	3	7	5	2	9	4	9	3	11	11	5	26	11	4	1	1	1	1	4	4	4	4	1	1	1	1	1	1
0	3	11	4	6	10	5	6	5	6	2	15	18	16	6	31	4	1	1	1	1	11	8	1	8	1	4	1	1	1	4
0	4	6	6	5	7	5	8	5	6	2	20	16	9	16	21	1	1	1	6	16	6	6	6	1	6	1	11	6	6	6
0	4	7	4	4	4	5	6	4	10	3	12	14	11	16	21	3	6	1	1	4	4	1	1	7	4	4	1	3	3	7
0	8	9	2	7	10	4	6	3	4	3	8	16	10	14	23	1	12	1	1	1	12	1	12	7	7	1	7	1	1	7
0	1	4	2	5	3	3	11	13	6	4	36	7	4	31	6	1	1	1	1	6	1	10	1	1	1	1	1	1	6	1
0	2	6	4	9	10	3	9	4	7	3	14	16	9	16	21	1	1	1	5	3	5	1	3	9	1	3	1	5	1	7
0	3	4	2	6	6	6	9	9	6	3	31	10	7	24	13	1	1	1	6	1	3	6	4	1	3	1	3	1	3	1
0	1	7	2	7	9	5	8	8	3	2	17	16	10	14	23	1	1	1	1	1	1	5	5	5	5	5	1	5	1	5
0	5	6	3	7	7	4	7	4	7	4	15	13	11	17	20	1	1	1	1	1	7	7	1	1	4	4	4	4	4	1
0	2	8	4	7	9	6	7	5	5	4	18	15	10	16	21	1	1	1	1	1	8	2	7	5	2	2	1	5	5	1
0	3	14	2	6	7	4	5	5	9	4	9	14	15	11	26	1	1	1	6	1	1	6	6	6	11	1	1	6	1	11
0	3	8	4	7	8	6	6	2	4	2	20	14	12	15	22	1	1	4	4	4	1	4	4	7	1	1	4	7	7	7
0	5	6	4	8	12	4	11	6	5	2	19	17	9	15	22	1	1	1	1	1	5	9	5	1	1	1	1	1	1	1
0	13	3	3	5	2	6	13	3	3	3	23	16	3	22	15	7	13	7	16	1	1	1	7	1	1	13	7	1	1	1
0	1	3	3	9	6	6	8	4	6	2	28	10	3	28	9	1	1	1	1	1	1	1	18	7	7	1	1	12	7	1
0	4	6	4	7	6	6	7	7	3	3	19	14	10	17	20	1	2	4	1	7	4	2	1	4	2	5	4	5	2	1
0	3	10	3	8	8	4	5	5	5	3	18	14	12	16	21	4	3	1	1	3	7	9	7	4	3	3	3	9	1	4
0	2	6	5	6	7	5	7	5	4	2	15	17	8	16	21	1	3	1	1	6	3	3	3	8	1	3	1	6	3	4
0	3	6	4	7	5	7	7	6	5	4	23	12	10	19	18	1	1	2	2	2	5	6	6	6	3	4	1	6	9	4
0	2	6	4	7	8	3	7	6	3	4	17	14	12	15	22	3	1	1	3	3	5	3	1	3	3	5	1	1	3	5
0	3	8	3	8	7	3	9	7	6	2	18	15	12	15	22	1	3	1	3	1	3	3	1	5	1	3	3	1	1	5
0	4	6	3	8	6	5	8	6	6	2	18	12	11	19	18	1	1	3	3	3	1	7	3	3	3	3	5	3	3	1
0	3	6	4	7	7	3	9	5	6	2	18	13	8	20	17	1	1	1	3	1	3	1	3	3	3	3	1	5	1	1
0	3	8	4	9	8	4	9	4	6	3	16	14	11	16	21	1	1	1	3	3	3	12	3	6	3	3	1	8	1	6
0	4	9	3	6	11	7	10	5	5	1	20	18	11	12	25	1	3	3	6	1	8	4	7	6	3	6	1	4	3	1
0	2	7	4	6	7	5	7	6	7	2	21	15	9	17	20	1	1	1	1	1	1	1	3	6	1	3	1	3	1	8
0	9	7	5	6	7	4	6	4	5	2	18	14	11	16	21	6	3	3	8	6	1	1	3	1	1	1	11	3	3	3
0	2	9	4	7	6	7	8	4	4	2	16	15	11	15	22	1	1	1	1	1	4	6	1	6	4	6	1	9	4	4
0	4	5	1	7	1	10	13	9	3	2	32	1	7	33	4	1	4	7	1	1	1	4	1	9	7	4	9	9	4	1
0	2	10	6	7	7	4	8	6	5	4	16	16	12	13	24	1	4	1	1	10	1	4	7	7	4	4	1	4	7	10
0	3	9	5	6	8	5	7	5	5	2	13	16	14	11	26	1	7	1	1	7	7	10	7	15	4	1	1	1	7	1
0	2	7	3	6	11	5	7	3	7	2	15	16	12	13	24	1	1	1	4	1	4	10	1	7	1	10	1	4	1	1
0	4	6	2	9	4	3	12	10	6	3	24	6	14	21	16	1	1	1	10	1	1	10	13	4	1	4	1	1	1	1
0	4	4	2	9	10	4	13	11	6	2	26	12	7	21	16	1	1	1	7	4	1	4	4	1	1	4	1	1	4	1
0	3	5	2	8	6	6	7	7	6	2	19	9	8	24	13	1	7	1	4	1	4	1	4	4	1	4	1	7	1	4
0	3	7	3	8	7	4	8	6	5	3	17	15	10	16	21	1	3	2	3	2	4	6	5	5	2	2	1	6	1	5
0	2	8	2	12	10	4	9	3	3	1	18	14	11	16	21	1	1	1	4	1	4	11	4	4	1	4	1	1	4	4
